team,elo,aelo,gp,w,l,confw,confl,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16,game17,game18,game19,game20,game21,game22,game23,game24,game25,game26,game27,game28,game29,game30,game31,game32,game33,game34,game35,game36,game37,game38,game39,game40,game41,game42,game43,game44,game45,game46,game47,game48,game49,game50,game51,game52,game53,game54,game55,game56,game57,game58,game59,game60,game61,elo_2007,aelo_2007,elo_2008,aelo_2008,elo_2009,aelo_2009,elo_2010,aelo_2010,elo_2011,aelo_2011,elo_2012,aelo_2012,elo_2013,aelo_2013,elo_2014,aelo_2014,elo_2015,aelo_2015,elo_2016,aelo_2016,elo_2017,aelo_2017,elo_2018,aelo_2018,elo_2019,aelo_2019,elo_2020,aelo_2020,elo_2021,aelo_2021,W_2010,L_2010,ConfW_2010,ConfL_2010,W_2011,L_2011,ConfW_2011,ConfL_2011,W_2012,L_2012,ConfW_2012,ConfL_2012,W_2013,L_2013,ConfW_2013,ConfL_2013,W_2014,L_2014,ConfW_2014,ConfL_2014,W_2015,L_2015,ConfW_2015,ConfL_2015,W_2016,L_2016,ConfW_2016,ConfL_2016,W_2017,L_2017,ConfW_2017,ConfL_2017,W_2018,L_2018,ConfW_2018,ConfL_2018,W_2019,L_2019,ConfW_2019,ConfL_2019,W_2020,L_2020,ConfW_2020,ConfL_2020,W_2021,L_2021,ConfW_2021,ConfL_2021,W_2022,L_2022,ConfW_2022,ConfL_2022
St. John's,1641.7871317109373,1500,0,0,0,0,0,1607.6178592656247,1613.6178592656247,1618.6178592656247,1605.6178592656247,1618.6178592656247,1588.6178592656247,1615.6178592656247,1625.6178592656247,1631.6178592656247,1651.6178592656247,1660.6178592656247,1672.6178592656247,1696.6178592656247,1685.6178592656247,1672.6178592656247,1642.6178592656247,1669.6178592656247,1650.6178592656247,1641.6178592656247,1628.6178592656247,1676.6178592656247,1658.6178592656247,1647.6178592656247,1637.6178592656247,1674.6178592656247,1658.6178592656247,1647.6178592656247,1640.6178592656247,1707.6178592656247,1681.6178592656247,1697.6178592656247,1718.6178592656247,1628.2606735937497,1608.2606735937497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1433,NA,1495.5,1500,1654.65,NA,1802.975,NA,1530.8825,NA,1631.3337499999998,NA,1708.931625,NA,1748.8659375,NA,1368.11245625,NA,1613.7160093749999,NA,1618.2917415625,NA,1608.2606735937497,NA,1718.6178592656247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah St.,1738.5259928828123,1500,0,0,0,0,0,1675.0040122968749,1692.0040122968749,1703.0040122968749,1710.0040122968749,1720.0040122968749,1738.0040122968749,1752.0040122968749,1731.0040122968749,1735.0040122968749,1746.0040122968749,1724.0040122968749,1733.0040122968749,1756.0040122968749,1698.0040122968749,1678.0040122968749,1617.0040122968749,1652.0040122968749,1625.0040122968749,1644.0040122968749,1678.0040122968749,1688.0040122968749,1680.0040122968749,1699.0040122968749,1721.0040122968749,1742.0040122968749,1760.0040122968749,1763.0040122968749,1765.0040122968749,1741.0040122968749,1750.0040122968749,1755.0040122968749,1785.0040122968749,1868.07995578125,1820.07995578125,1674.1675,1652.1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1667,NA,1758.5,1500,1824.35,NA,1885.725,NA,1652.1675,NA,1595.80125,NA,1613.550875,NA,1603.5158124999998,NA,1558.82316875,NA,1540.466328125,NA,1529.8801146874998,NA,1820.07995578125,NA,1785.0040122968749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,1700.8211498281248,1500,0,0,0,0,0,1705.06274496875,1723.06274496875,1730.06274496875,1743.06274496875,1737.06274496875,1740.06274496875,1701.06274496875,1669.06274496875,1654.06274496875,1667.06274496875,1657.06274496875,1682.06274496875,1692.06274496875,1702.06274496875,1668.06274496875,1683.06274496875,1692.06274496875,1702.06274496875,1704.06274496875,1710.06274496875,1720.06274496875,1735.06274496875,1737.06274496875,1741.06274496875,1747.06274496875,1749.06274496875,1767.06274496875,1740.06274496875,1750.06274496875,1754.06274496875,1756.06274496875,1761.06274496875,1734.2992578125,1739.7103868749998,1629.4564874999999,1595.4564874999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1558,NA,1735,1500,1653.9,NA,1588.45,NA,1672.395,NA,1546.7325,NA,1628.08475,NA,1578.062125,NA,1595.4564874999999,NA,1808.1468812499998,NA,1739.7103868749998,NA,1734.2992578125,NA,1761.06274496875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington St.,1493.1427500234372,1500,0,0,0,0,0,1456.099753140625,1433.099753140625,1449.099753140625,1412.099753140625,1396.099753140625,1457.099753140625,1427.099753140625,1450.099753140625,1499.099753140625,1517.099753140625,1523.099753140625,1527.099753140625,1535.099753140625,1516.099753140625,1544.099753140625,1512.099753140625,1501.099753140625,1559.099753140625,1599.099753140625,1584.099753140625,1561.099753140625,1579.099753140625,1556.099753140625,1594.099753140625,1582.099753140625,1565.099753140625,1518.099753140625,1490.099753140625,1522.099753140625,1511.099753140625,1500.099753140625,1557.099753140625,1684.3024999999998,1693.3024999999998,1678.3024999999998,1662.3024999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1811,NA,1633.5,1500,1525.05,NA,1725.575,NA,1662.3024999999998,NA,1584.82375,NA,1444.102625,NA,1476.4984375,NA,1386.4800062499999,NA,1488.1895343749998,NA,1417.0387690624998,NA,1381.9762448437498,NA,1557.099753140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belmont,1717.8383336640625,1500,0,0,0,0,0,1651.238564984375,1661.238564984375,1703.238564984375,1710.238564984375,1732.238564984375,1707.238564984375,1675.238564984375,1694.238564984375,1707.238564984375,1710.238564984375,1664.238564984375,1713.238564984375,1650.238564984375,1661.238564984375,1671.238564984375,1680.238564984375,1685.238564984375,1691.238564984375,1663.238564984375,1632.238564984375,1638.238564984375,1657.238564984375,1684.238564984375,1701.238564984375,1711.238564984375,1717.238564984375,1724.238564984375,1738.238564984375,1739.238564984375,1748.238564984375,1757.238564984375,1765.238564984375,1647.3560434375,1739.582375,1722.582375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1709,NA,1562.5,1500,1572.9499999999998,NA,1812.225,NA,1784.9975,NA,1794.1662499999998,NA,1722.582375,NA,1632.5410625,NA,1559.0452437499998,NA,1671.2849406249998,NA,1647.3560434375,NA,1784.06350390625,NA,1765.238564984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fairfield,1312.44683478125,1500,0,0,0,0,0,1363.7808446875,1346.7808446875,1375.7808446875,1346.7808446875,1341.7808446875,1335.7808446875,1323.7808446875,1363.7808446875,1350.7808446875,1373.7808446875,1411.7808446875,1376.7808446875,1405.7808446875,1343.7808446875,1373.7808446875,1396.7808446875,1377.7808446875,1351.7808446875,1382.7808446875,1362.7808446875,1382.7808446875,1359.7808446875,1310.7808446875,1336.7808446875,1319.7808446875,1326.7808446875,1314.7808446875,1295.7808446875,1271.7808446875,1257.7808446875,1310.7808446875,1267.7808446875,1482.84496875,1447.165,1441.165,1712.5500000000002,1679.5500000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1490,NA,1476,1500,1663,NA,1651.3,NA,1679.5500000000002,NA,1441.165,NA,1291.4475,NA,1237.07325,NA,1485.970875,NA,1438.1074125,NA,1482.84496875,NA,1261.854708125,NA,1267.7808446875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1523.7637627499998,1500,0,0,0,0,0,1539.5333285,1578.5333285,1569.5333285,1544.5333285,1520.5333285,1549.5333285,1558.5333285,1567.5333285,1549.5333285,1557.5333285,1513.5333285,1470.5333285,1494.5333285,1458.5333285,1451.5333285,1468.5333285,1440.5333285,1432.5333285,1423.5333285,1408.5333285,1440.5333285,1465.5333285,1445.5333285,1474.5333285,1470.5333285,1520.5333285,1544.5333285,1533.5333285,1546.5333285,1564.5333285,1596.4114,1618.4114,1625.4114,1594.4114,1647.188,1625.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1574,NA,1424,1500,1751.2,NA,1542.8,NA,1827.7600000000002,NA,1693.72,NA,1625.188,NA,1371.71,NA,1594.4114,NA,1602.7187,NA,1485.68277,NA,1471.6569949999998,NA,1564.5333285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona St.,1692.8166191796872,1500,0,0,0,0,0,1643.7623720781248,1648.7623720781248,1671.7623720781248,1701.7623720781248,1696.7623720781248,1701.7623720781248,1723.7623720781248,1735.7623720781248,1742.7623720781248,1758.7623720781248,1713.7623720781248,1685.7623720781248,1697.7623720781248,1666.7623720781248,1699.7623720781248,1688.7623720781248,1664.7623720781248,1695.7623720781248,1705.7623720781248,1687.7623720781248,1713.7623720781248,1735.7623720781248,1747.7623720781248,1774.7623720781248,1783.7623720781248,1807.7623720781248,1811.7623720781248,1794.7623720781248,1763.7623720781248,1716.7623720781248,1727.7623720781248,1764.1181104687498,1784.1181104687498,1763.1181104687498,1650.92875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1653,NA,1803.5,1500,1725.65,NA,1522.875,NA,1432.1325000000002,NA,1650.92875,NA,1708.104125,NA,1724.3306874999998,NA,1624.5965812499999,NA,1582.5974968749997,NA,1650.6777228124997,NA,1763.1181104687498,NA,1727.7623720781248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Mary's,1765.4525455703126,1500,0,0,0,0,0,1774.714088421875,1748.714088421875,1756.714088421875,1759.714088421875,1778.714088421875,1784.714088421875,1805.714088421875,1811.714088421875,1819.714088421875,1779.714088421875,1793.714088421875,1838.714088421875,1855.714088421875,1858.714088421875,1878.714088421875,1828.714088421875,1841.714088421875,1824.714088421875,1833.714088421875,1844.714088421875,1851.714088421875,1853.714088421875,1838.714088421875,1843.714088421875,1814.714088421875,1824.714088421875,1827.714088421875,1831.714088421875,1839.714088421875,1827.714088421875,1836.714088421875,1847.714088421875,1828.714088421875,1836.98500453125,1848.4052871874999,1807.4052871874999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1639,NA,1784.5,1500,1867.95,NA,1720.3249999999998,NA,1837.5475,NA,1880.8712499999997,NA,1702.6998749999998,NA,1674.6113124999997,NA,1823.1156187499998,NA,1920.941203125,NA,1807.4052871874999,NA,1836.98500453125,NA,1828.714088421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akron,1635.8795041562503,1500,0,0,0,0,0,1485.1162049375002,1499.1162049375002,1506.1162049375002,1521.1162049375002,1514.1162049375002,1542.1162049375002,1582.1162049375002,1588.1162049375002,1595.1162049375002,1573.1162049375002,1584.1162049375002,1633.1162049375002,1644.1162049375002,1669.1162049375002,1698.1162049375002,1646.1162049375002,1669.1162049375002,1677.1162049375002,1654.1162049375002,1646.1162049375002,1649.1162049375002,1675.1162049375002,1703.1162049375002,1711.1162049375002,1716.1162049375002,1673.1162049375002,1716.1162049375002,1727.1162049375002,1734.1162049375002,1573.7380056250001,1562.7380056250001,1748.9755625000003,1715.9755625000003,1737.9755625000003,1704.9755625000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1666,NA,1658,1500,1635.8,NA,1651.3000000000002,NA,1712.39,NA,1770.5850000000003,NA,1595.0095000000001,NA,1607.6802500000001,NA,1673.3429750000003,NA,1704.9755625000003,NA,1382.49067375,NA,1562.7380056250001,NA,1734.1162049375002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradley,1622.991958890625,1500,0,0,0,0,0,1535.18730334375,1555.18730334375,1569.18730334375,1583.18730334375,1607.18730334375,1549.18730334375,1606.18730334375,1586.18730334375,1598.18730334375,1631.18730334375,1575.18730334375,1607.18730334375,1631.18730334375,1614.18730334375,1640.18730334375,1661.18730334375,1687.18730334375,1648.18730334375,1657.18730334375,1622.18730334375,1639.18730334375,1615.18730334375,1580.18730334375,1587.18730334375,1616.18730334375,1633.18730334375,1648.18730334375,1609.18730334375,1620.18730334375,1610.18730334375,1627.18730334375,1655.18730334375,1689.18730334375,1594.6610240625,1494.1025,1617,1660,1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1644,NA,1617,1500,1640.7,NA,1525.4499999999998,NA,1268.935,NA,1494.1025,NA,1406.73175,NA,1281.596625,NA,1160.8178375,NA,1441.88790625,NA,1526.1893043750001,NA,1594.6610240625,NA,1689.18730334375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSU,1783.4901823124999,1500,0,0,0,0,0,1780.8241898749998,1764.8241898749998,1769.8241898749998,1785.8241898749998,1767.8241898749998,1795.8241898749998,1803.8241898749998,1808.8241898749998,1810.8241898749998,1756.8241898749998,1740.8241898749998,1774.8241898749998,1819.8241898749998,1831.8241898749998,1835.8241898749998,1850.8241898749998,1860.8241898749998,1871.8241898749998,1882.8241898749998,1907.8241898749998,1913.8241898749998,1856.8241898749998,1851.8241898749998,1857.8241898749998,1830.8241898749998,1816.8241898749998,1842.8241898749998,1807.8241898749998,1823.8241898749998,1788.8241898749998,1805.8241898749998,1938.26029125,1948.26029125,1957.26029125,1935.26029125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1522,NA,1772,1500,1457.6,NA,1359.4,NA,1619.98,NA,1659.81,NA,1706.899,NA,1763.3925,NA,1681.76595,NA,1390.900725,NA,1683.9801475,NA,1935.26029125,NA,1805.8241898749998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas A&M,1637.2743465546876,1500,0,0,0,0,0,1663.2160163281249,1673.2160163281249,1650.2160163281249,1654.2160163281249,1616.2160163281249,1583.2160163281249,1543.2160163281249,1531.2160163281249,1536.2160163281249,1583.2160163281249,1592.2160163281249,1582.2160163281249,1612.2160163281249,1652.2160163281249,1637.2160163281249,1595.2160163281249,1615.2160163281249,1572.2160163281249,1611.2160163281249,1577.2160163281249,1611.2160163281249,1587.2160163281249,1558.2160163281249,1577.2160163281249,1621.2160163281249,1666.2160163281249,1655.2160163281249,1639.2160163281249,1671.2160163281249,1701.2160163281249,1642.22112796875,1622.22112796875,1784.3515078124997,1850.3515078124997,1830.3515078124997,1940.58628125,1907.58628125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1725,NA,1769.5,1500,1897.25,NA,1796.475,NA,1602.4125,NA,1575.1487499999998,NA,1573.2981249999998,NA,1681.1936875,NA,1907.58628125,NA,1660.151246875,NA,1830.3515078124997,NA,1622.22112796875,NA,1701.2160163281249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Southern,1445.7037143984376,1500,0,0,0,0,0,1501.464083390625,1495.464083390625,1468.464083390625,1456.464083390625,1479.464083390625,1459.464083390625,1475.464083390625,1471.464083390625,1460.464083390625,1457.464083390625,1445.464083390625,1436.464083390625,1446.464083390625,1379.464083390625,1399.464083390625,1419.464083390625,1442.464083390625,1446.464083390625,1452.464083390625,1464.464083390625,1396.464083390625,1374.464083390625,1386.464083390625,1406.464083390625,1409.464083390625,1383.464083390625,1393.464083390625,1402.464083390625,1371.464083390625,1327.464083390625,1354.464083390625,1466.5722423437498,1497.5722423437498,1536.5722423437498,1569.5722423437498,1561.5722423437498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1167,NA,1215.5,1500,1341.85,NA,1419.5749999999998,NA,1368.3424999999997,NA,1521.0437499999998,NA,1437.0246249999998,NA,1566.8254375,NA,1469.5201062499998,NA,1524.807684375,NA,1462.2598740624999,NA,1561.5722423437498,NA,1354.464083390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Kentucky,1634.4984188906246,1500,0,0,0,0,0,1673.9416473437498,1692.9416473437498,1704.9416473437498,1682.9416473437498,1705.9416473437498,1713.9416473437498,1682.9416473437498,1667.9416473437498,1699.9416473437498,1681.9416473437498,1632.9416473437498,1648.9416473437498,1655.9416473437498,1617.9416473437498,1633.9416473437498,1640.9416473437498,1658.9416473437498,1676.9416473437498,1688.9416473437498,1656.9416473437498,1623.9416473437498,1655.9416473437498,1659.9416473437498,1669.9416473437498,1683.9416473437498,1658.9416473437498,1676.9416473437498,1655.9416473437498,1675.9416473437498,1657.0919840624997,1622.0919840624997,1644.0919840624997,1680.0919840624997,1655.0919840624997,1790.652184375,1827.652184375,1804.652184375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1830,NA,1779,1500,1651.5,NA,1475.4499999999998,NA,1541.175,NA,1531.2225,NA,1503.96375,NA,1582.348625,NA,1562.3634375,NA,1435.88630625,NA,1804.652184375,NA,1655.0919840624997,NA,1675.9416473437498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,1626.8265932890624,1500,0,0,0,0,0,1643.023402734375,1670.023402734375,1658.023402734375,1693.023402734375,1703.023402734375,1673.023402734375,1645.023402734375,1591.023402734375,1642.023402734375,1658.023402734375,1688.023402734375,1690.023402734375,1679.023402734375,1646.023402734375,1697.023402734375,1661.023402734375,1644.023402734375,1624.023402734375,1613.023402734375,1627.023402734375,1603.023402734375,1569.023402734375,1600.023402734375,1594.023402734375,1653.023402734375,1672.023402734375,1648.023402734375,1668.023402734375,1649.023402734375,1626.023402734375,1671.023402734375,1637.7163064062502,1732.4043749999998,1752.4043749999998,1719.4043749999998,1921.5,1967.5,1940.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1545,NA,1940.5,1500,1783.75,NA,1741.025,NA,1998.6375,NA,1815.6262499999998,NA,1719.4043749999998,NA,1448.3900625,NA,1439.01634375,NA,1407.025190625,NA,1737.2174984375001,NA,1637.7163064062502,NA,1671.023402734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma St.,1695.8771788671875,1500,0,0,0,0,0,1658.4090982031248,1668.4090982031248,1718.4090982031248,1733.4090982031248,1738.4090982031248,1776.4090982031248,1811.4090982031248,1766.4090982031248,1720.4090982031248,1761.4090982031248,1711.4090982031248,1718.4090982031248,1697.4090982031248,1668.4090982031248,1651.4090982031248,1616.4090982031248,1606.4090982031248,1588.4090982031248,1631.4090982031248,1620.4090982031248,1601.4090982031248,1645.4090982031248,1641.4090982031248,1669.4090982031248,1696.4090982031248,1676.4090982031248,1718.4090982031248,1712.4090982031248,1736.4090982031248,1745.4090982031248,1802.4090982031248,1806.4090982031248,1785.2934953125,1796.2934953125,1811.2934953125,1774.2934953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1585,NA,1757.5,1500,1759.25,NA,1729.875,NA,1666.7125,NA,1830.31875,NA,1805.173125,NA,1690.6821875,NA,1544.8930312500001,NA,1833.651171875,NA,1774.2934953125,NA,1642.24209921875,NA,1806.4090982031248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penn St.,1701.8017284453122,1500,0,0,0,0,0,1748.0817136718747,1754.0817136718747,1784.0817136718747,1802.0817136718747,1807.0817136718747,1786.0817136718747,1820.0817136718747,1833.0817136718747,1804.0817136718747,1833.0817136718747,1839.0817136718747,1840.0817136718747,1843.0817136718747,1860.0817136718747,1819.0817136718747,1778.0817136718747,1757.0817136718747,1789.0817136718747,1830.0817136718747,1854.0817136718747,1866.0817136718747,1899.0817136718747,1912.0817136718747,1949.0817136718747,1952.0817136718747,1908.0817136718747,1871.0817136718747,1875.0817136718747,1845.0817136718747,1816.0817136718747,1759.0817136718747,1740.8695720312498,1778.8230921874997,1765.8230921874997,1779.8230921874997,1819.8230921874997,1846.8230921874997,1881.8230921874997,1918.8230921874997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1505,NA,1780.5,1500,1538.75,NA,1753.525,NA,1528.3875,NA,1455.2512499999998,NA,1600.1418749999998,NA,1633.6463124999998,NA,1616.8657187499998,NA,1611.5267531249997,NA,1918.8230921874997,NA,1740.8695720312498,NA,1759.0817136718747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
